REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
Globe,C1CO00I00,CO2EQ,1,2056,3.406355449704158
Globe,C1CO00I00,CO2EQ,1,2057,3.406355449704158
Globe,C1CO00I00,CO2EQ,1,2058,3.406355449704158
Globe,C1CO00I00,CO2EQ,1,2059,3.406355449704158
Globe,C1CO00I00,CO2EQ,1,2060,3.406355449704158
Globe,C1CO00I00,WATER,1,2010,0.025934199999999998
Globe,C1CO00I00,WATER,1,2011,0.027148000000000002
Globe,C1CO00I00,WATER,1,2012,0.0273812
Globe,C1CO00I00,WATER,1,2013,0.027718
Globe,C1CO00I00,WATER,1,2014,0.028050400000000003
Globe,C1CO00I00,WATER,1,2015,0.027305599999999996
Globe,C1CO00I00,WATER,1,2016,0.026476799999999998
Globe,C1CO00I00,WATER,1,2017,0.0269698
Globe,C1CO00I00,WATER,1,2018,0.027528199999999996
Globe,C1CO00I00,WATER,1,2019,0.027502999999999996
Globe,C1CO00I00,WATER,1,2020,0.026744
Globe,C1CO00I00,WATER,1,2021,0.020058000000000003
Globe,C1CO00I00,WATER,1,2022,0.0150434
Globe,C1CO00I00,WATER,1,2023,0.011282600000000002
Globe,C1CO00I00,WATER,1,2024,0.008607941269718058
Globe,C1CO00I00,WATER,1,2025,0.008705316143450883
Globe,C1CO00I00,WATER,1,2026,0.008527017329692
Globe,C1CO00I00,WATER,1,2027,0.008498938092801472
Globe,C1CO00I00,WATER,1,2028,0.008470734982131014
Globe,C1CO00I00,WATER,1,2029,0.008442615442910062
Globe,C1CO00I00,WATER,1,2030,0.008414175193963926
Globe,C1CO00I00,WATER,1,2031,0.008332951418168207
Globe,C1CO00I00,WATER,1,2032,0.008251812565103881
Globe,C1CO00I00,WATER,1,2033,0.008170361073215839
Globe,C1CO00I00,WATER,1,2034,0.008088998637322051
Globe,C1CO00I00,WATER,1,2035,0.008007327934169596
Globe,C1CO00I00,WATER,1,2036,0.007925748733641875
Globe,C1CO00I00,WATER,1,2037,0.00784386198502276
Globe,C1CO00I00,WATER,1,2038,0.007761867761554592
Globe,C1CO00I00,WATER,1,2039,0.007679976679085216
Globe,C1CO00I00,WATER,1,2040,0.007597777914334941
Globe,C1CO00I00,WATER,1,2041,0.007601127355671911
Globe,C1CO00I00,WATER,1,2042,0.007604378573632748
Globe,C1CO00I00,WATER,1,2043,0.007607527367354221
Globe,C1CO00I00,WATER,1,2044,0.007610576570669355
Globe,C1CO00I00,WATER,1,2045,0.0076135254077939855
Globe,C1CO00I00,WATER,1,2046,0.007616372455154712
Globe,C1CO00I00,WATER,1,2047,0.007619119382681855
Globe,C1CO00I00,WATER,1,2048,0.007621759860685535
Globe,C1CO00I00,WATER,1,2049,0.007624304885664643
Globe,C1CO00I00,WATER,1,2050,0.007626746268148124
Globe,C1CO00I00,WATER,1,2051,0.007625690157851321
Globe,C1CO00I00,WATER,1,2052,0.007624581162313185
Globe,C1CO00I00,WATER,1,2053,0.0076234168897388755
Globe,C1CO00I00,WATER,1,2054,0.0076221942839461146
